・000006\1868_ruby_shosetsu_soron.txt(15,6): ※［＃小書き片仮名ン、237-11］
・000081\42346_ruby_shokubutsu_ishi.txt(16,9): ※［＃小書き平仮名ん、228-12］
・000081\42346_ruby_shokubutsu_ishi.txt(79,63): ※［＃小書き平仮名ん、228-12］
・000081\42346_ruby_shokubutsu_ishi.txt(125,53): ※［＃小書き平仮名ん、232-7］
・000081\43737_ruby_gingatetsudono_yoru.txt(15,4): ※［＃小書き平仮名ん、183-7］
・000081\43737_ruby_gingatetsudono_yoru.txt(114,24): ※［＃小書き平仮名ん、183-7］
・000081\4410_ruby_kenjukoen.txt(15,4): ※［＃小書き平仮名ゑ、49-6］
・000081\4410_ruby_kenjukoen.txt(29,12): ※［＃小書き平仮名ゑ、49-6］
・000081\4410_ruby_kenjukoen.txt(32,11): ※［＃小書き平仮名ゑ、49-9］
・000081\4410_ruby_kenjukoen.txt(43,19): ※［＃小書き平仮名ん、50-11］
・000081\4417_ruby_igirisu_kaigan.txt(26,209): ※［＃「土＋母」、102-13］
・000081\4422_ruby_manazuruto_dariya.txt(12,4): ※［＃小書き片仮名ヰ、243-15］
・000081\4422_ruby_manazuruto_dariya.txt(39,8): ※［＃小書き片仮名ヰ、243-15］
・000081\4426_ruby_kawatoranku.txt(15,4): ※［＃小書き平仮名ん、229-10］
・000081\4426_ruby_kawatoranku.txt(73,10): ※［＃小書き平仮名ん、229-10］
・000081\4426_ruby_kawatoranku.txt(79,14): ※［＃小書き平仮名ん、230-2］
・000081\4426_ruby_kawatoranku.txt(83,11): ※［＃小書き平仮名ん、230-9］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(15,4): ※［＃ト音記号、48-12］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(27,2): ※［＃ト音記号、48-12］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(28,2): ※［＃ト音記号、48-13］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(34,2): ※［＃ト音記号、49-8］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(36,2): ※［＃ト音記号、49-10］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(37,2): ※［＃ト音記号、49-11］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(42,2): ※［＃ト音記号、50-6］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(43,2): ※［＃ト音記号、50-7］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(47,2): ※［＃ト音記号、51-1］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(48,2): ※［＃ト音記号、51-2］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(50,2): ※［＃ト音記号、51-4］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(51,2): ※［＃ト音記号、51-5］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(56,2): ※［＃ト音記号、52-2］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(57,2): ※［＃ト音記号、52-3］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(64,2): ※［＃ト音記号、52-8］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(65,2): ※［＃ト音記号、52-9］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(67,2): ※［＃ト音記号、52-11］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(73,2): ※［＃ト音記号、53-8］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(74,2): ※［＃ト音記号、53-9］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(83,2): ※［＃ト音記号、54-7］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(84,2): ※［＃ト音記号、54-8］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(89,2): ※［＃ト音記号、55-1］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(90,2): ※［＃ト音記号、55-2］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(94,2): ※［＃ト音記号、55-9］
・000081\45472_ruby_ihatobo_nogakkono_haru.txt(95,2): ※［＃ト音記号、55-10］
・000081\45652_ruby_izumiaru_ie.txt(15,4): ※［＃小書き平仮名こ、128-12］
・000081\45652_ruby_izumiaru_ie.txt(53,7): ※［＃小書き平仮名こ、128-12］
・000081\45653_ruby_jurokunichi.txt(15,4): ※［＃小書き平仮名ん、134-7］
・000081\45653_ruby_jurokunichi.txt(32,5): ※［＃小書き平仮名ん、134-7］
・000081\45653_ruby_jurokunichi.txt(32,23): ※［＃小書き平仮名ん、134-7］
・000081\45653_ruby_jurokunichi.txt(34,187): ※［＃小書き平仮名ん、134-16］
・000081\45653_ruby_jurokunichi.txt(37,52): ※［＃小書き平仮名ん、135-11］
・000081\456_ruby_gingatetsudono_yoru.txt(15,4): ※［＃小書き平仮名ん、168-12］
・000081\456_ruby_gingatetsudono_yoru.txt(110,16): ※［＃小書き平仮名ん、168-12］
・000081\458_ruby_hikarino_suashi.txt(15,14): ※［＃小書き平仮名た、240-7］
・000081\458_ruby_hikarino_suashi.txt(29,20): ※［＃小書き平仮名た、240-7］
・000081\458_ruby_hikarino_suashi.txt(45,9): ※［＃小書き平仮名ん、241-7］
・000081\458_ruby_hikarino_suashi.txt(103,86): ※［＃小書き平仮名ん、246-2］
・000081\458_ruby_hikarino_suashi.txt(177,7): ※［＃小書き平仮名な、255-15］
・000081\46601_ruby_kenjukoenrin.txt(15,4): ※［＃小書き平仮名ん、177-14］
・000081\46601_ruby_kenjukoenrin.txt(43,20): ※［＃小書き平仮名ん、177-14］
・000081\46602_ruby_jugatsuno_sue.txt(15,4): ※［＃小書き平仮名ん、145-13］
・000081\46602_ruby_jugatsuno_sue.txt(24,6): ※［＃小書き平仮名ん、145-13］
・000081\46602_ruby_jugatsuno_sue.txt(25,3): ※［＃小書き平仮名ん、145-14］
・000081\46602_ruby_jugatsuno_sue.txt(27,22): ※［＃小書き平仮名ん、146-1］
・000081\46602_ruby_jugatsuno_sue.txt(27,96): ※［＃小書き平仮名ん、146-2］
・000081\46602_ruby_jugatsuno_sue.txt(53,63): ※［＃小書き平仮名ん、148-10］
・000081\46602_ruby_jugatsuno_sue.txt(72,5): ※［＃小書き平仮名ん、150-3］
・000081\46602_ruby_jugatsuno_sue.txt(81,13): ※［＃小書き平仮名ん、151-2］
・000081\46602_ruby_jugatsuno_sue.txt(82,12): ※［＃小書き平仮名ん、151-3］
・000081\46602_ruby_jugatsuno_sue.txt(83,11): ※［＃小書き平仮名ん、151-4］
・000081\46602_ruby_jugatsuno_sue.txt(83,34): ※［＃小書き平仮名ん、151-4］
・000081\46602_ruby_jugatsuno_sue.txt(83,55): ※［＃小書き平仮名ん、151-4］
・000081\46602_ruby_jugatsuno_sue.txt(84,9): ※［＃小書き平仮名ん、151-8］
・000081\46602_ruby_jugatsuno_sue.txt(101,16): ※［＃小書き平仮名ん、152-9］
・000081\46602_ruby_jugatsuno_sue.txt(103,6): ※［＃小書き平仮名ん、152-11］
・000081\46602_ruby_jugatsuno_sue.txt(103,28): ※［＃小書き平仮名ん、152-11］
・000081\46602_ruby_jugatsuno_sue.txt(103,50): ※［＃小書き平仮名ん、152-11］
・000081\467_txt_poranno_hiroba.txt(9,4): ※［＃「金＋支」、344-16］
・000081\467_txt_poranno_hiroba.txt(82,18): ※［＃「金＋支」、344-16］
・000081\47027_ruby_haruto_shura_2.txt(1645,9): ※［＃小書き片仮名ヰ、391-6］
・000081\47027_ruby_haruto_shura_2.txt(1660,4): ※［＃小書き片仮名ヰ、392-5］
・000081\47027_ruby_haruto_shura_2.txt(3428,9): ※［＃小書き片仮名ヰ、515-2］
・000081\47029_ruby_shi_note.txt(2164,11): ※［＃小書き片仮名ヰ、302-13］
・000081\471_ruby_shicchu.txt(504,29): ※［＃感嘆符三つ、541-2］
・000081\48222_ruby_ginga_tetsudono_yoru.txt(12,4): ※［＃小書き片仮名ヰ、155-15］
・000081\48222_ruby_ginga_tetsudono_yoru.txt(310,109): ※［＃小書き片仮名ヰ、155-15］
・000081\48222_ruby_ginga_tetsudono_yoru.txt(321,7): ※［＃「木＋覧」、157-4］
・000081\50764_ruby_daikawa.txt(15,4): ※［＃小書き平仮名ん、135-11］
・000081\50764_ruby_daikawa.txt(116,64): ※［＃小書き平仮名ん、135-11］
・000081\50766_ruby_igirisu_kaigan.txt(26,285): ※［＃「土へん＋母」、57-14］
・000081\50766_ruby_igirisu_kaigan.txt(74,11): ※［＃小書き平仮名ん、69-9］
・000081\50767_ruby_taneyamagahara.txt(15,4): ※［＃小書き平仮名な、99-13］
・000081\50767_ruby_taneyamagahara.txt(44,31): ※［＃小書き平仮名な、99-13］
・000081\50767_ruby_taneyamagahara.txt(44,141): ※［＃小書き平仮名な、99-14］
・000081\50767_ruby_taneyamagahara.txt(48,20): ※［＃小書き平仮名な、100-5］
・000081\50767_ruby_taneyamagahara.txt(69,7): ※［＃小書き平仮名な、102-5］
・000081\50767_ruby_taneyamagahara.txt(69,33): ※［＃小書き平仮名な、102-5］
・000081\50767_ruby_taneyamagahara.txt(79,22): ※［＃小書き平仮名な、103-5］
・000081\50767_ruby_taneyamagahara.txt(90,7): ※［＃小書き平仮名な、105-1］
・000081\50767_ruby_taneyamagahara.txt(90,26): ※［＃小書き平仮名な、105-1］
・000081\50767_ruby_taneyamagahara.txt(90,51): ※［＃小書き平仮名な、105-1］
・000081\50767_ruby_taneyamagahara.txt(90,70): ※［＃小書き平仮名な、105-1］
・000081\50767_ruby_taneyamagahara.txt(102,7): ※［＃小書き平仮名な、107-2］
・000081\50767_ruby_taneyamagahara.txt(102,26): ※［＃小書き平仮名な、107-2］
・000081\50767_ruby_taneyamagahara.txt(102,49): ※［＃小書き平仮名な、107-2］
・000081\50767_ruby_taneyamagahara.txt(147,9): ※［＃小書き平仮名ん、111-2］
・000081\50767_ruby_taneyamagahara.txt(169,20): ※［＃小書き平仮名な、112-16］
・000081\50767_ruby_taneyamagahara.txt(169,56): ※［＃小書き平仮名ん、112-16］
・000082\1298_ruby_03sojinki.txt(16,4): ※［＃「けものへん＋矍」、23-4］
・000082\1298_ruby_03sojinki.txt(31,4): ※［＃「けものへん＋矍」、23-4］
・000082\1298_ruby_03sojinki.txt(33,138): ※［＃「けものへん＋矍」、23-7］
・000082\1298_ruby_03sojinki.txt(273,92): ※［＃「てへん＋厥」、47-12］
・000082\1298_ruby_03sojinki.txt(274,2): ※［＃「てへん＋厥」、47-13］
・000082\1298_ruby_03sojinki.txt(274,83): ※［＃「てへん＋厥」、47-14］
・000082\1298_ruby_03sojinki.txt(276,22): ※［＃「てへん＋厥」、47-17］
・000082\1299_ruby_05yuyo_zasso.txt(56,112): ※［＃「うかんむり／必／冉」、82-15］
・000082\1299_ruby_05yuyo_zasso.txt(57,4): ※［＃「うかんむり／必／冉」、82-16］
・000082\1299_ruby_05yuyo_zasso.txt(258,13): ※［＃「「樗」のつくり＋おおざと」、105-2］
・000082\1299_ruby_05yuyo_zasso.txt(262,2): ※［＃「「樗」のつくり＋おおざと」、105-12］
・000082\1301_ruby_07hakuenden.txt(45,255): ※［＃「けものへん＋矍」、133-13］
・000082\1302_ruby_08rokuiki.txt(94,54): ※［＃「土＋已」、159-2］
・000082\1302_ruby_08rokuiki.txt(112,3): ※［＃「土＋已」、159-2］
・000082\2235_ruby_04sojin_koki.txt(136,66): ※［＃「竹／斷」、64-3］
・000082\2235_ruby_04sojin_koki.txt(136,115): ※［＃「竹／斷」、64-3］
・000082\2235_ruby_04sojin_koki.txt(137,70): ※［＃「竹／斷」、64-6］
・000082\2236_ruby_09keishinroku.txt(142,110): ※［＃「君＋頁」、174-11］
・000082\2237_ruby_10ikenshi.txt(238,134): ※［＃「けものへん＋矍」、206-13］
・000082\2239_ruby_12zoku_ikenshi.txt(16,4): ※［＃「てへん＋牽」、235-8］
・000082\2239_ruby_12zoku_ikenshi.txt(59,31): ※［＃「てへん＋牽」、235-8］
・000082\2241_ruby_14sento_shinwa.txt(37,267): ※［＃「けものへん＋矍」、261-18］
・000082\2242_ruby_15chihoku_gudan.txt(136,4): ※［＃「口＋斗」、288-1］
・000082\2242_ruby_15chihoku_gudan.txt(138,14): ※［＃「口＋斗」、288-2］
・000082\2242_ruby_15chihoku_gudan.txt(164,98): ※［＃「足＋占」、290-8］
・000082\2243_ruby_16shifugo.txt(32,96): ※［＃「けものへん＋搖のつくり」、296-4］
・000082\2243_ruby_16shifugo.txt(155,42): ※［＃「くさかんむり／（止＋（自／儿）＋氾のつくり）／夂」、312-2］
・000082\2243_ruby_16shifugo.txt(163,3): ※［＃「鹿／几」、313-3］
・000082\2243_ruby_16shifugo.txt(163,168): ※［＃「鹿／几」、313-6］
・000082\2243_ruby_16shifugo.txt(164,26): ※［＃「鹿／几」、313-8］
・000082\2243_ruby_16shifugo.txt(164,126): ※［＃「鹿／几」、313-10］
・000082\484_ruby_yuzuyu.txt(12,4): ※［＃「纏」の「广」に代えて「厂」、250-10］
・000082\484_ruby_yuzuyu.txt(94,101): ※［＃「纏」の「广」に代えて「厂」、250-10］
・000082\484_ruby_yuzuyu.txt(101,136): ※［＃「纏」の「广」に代えて「厂」、251-16］
・000082\484_ruby_yuzuyu.txt(129,114): ※［＃「纏」の「广」に代えて「厂」、256-15］
・000082\49522_ruby_yokaimandan.txt(12,4): ※［＃「虫＋（冉の４画目左右に突き出る）」、339-4］
・000082\49522_ruby_yokaimandan.txt(21,387): ※［＃「虫＋（冉の４画目左右に突き出る）」、339-4］
・000082\49522_ruby_yokaimandan.txt(26,131): ※［＃「緇のつくり＋鳥」、341-3］
・000082\49522_ruby_yokaimandan.txt(26,186): ※［＃「緇のつくり＋鳥」、341-3］
・000082\49536_ruby_noin_hoshi.txt(15,4): ※［＃「慌」の「亡」に代えて「曷－日－勹」、128-3］
・000082\49536_ruby_noin_hoshi.txt(245,6): ※［＃「慌」の「亡」に代えて「曷－日－勹」、128-3］
・000082\49541_ruby_tokonno_gekidan.txt(12,4): ※［＃「冫＋咸」、305-5］
・000082\49541_ruby_tokonno_gekidan.txt(20,233): ※［＃「冫＋咸」、305-5］
・000082\49544_ruby_shosetsuno_nidaime.txt(451,10): ※［＃「慌」の「亡」に代えて「曷－日－勹」、203-8］
・000082\49544_ruby_shosetsuno_nidaime.txt(875,9): ※［＃「慌」の「亡」に代えて「曷－日－勹」、230-4］
・000083\13217_ruby_shinju_fujin_kyukana.txt(15,4): ※［＃小書き片仮名ヰ、17-上-16］
・000083\13217_ruby_shinju_fujin_kyukana.txt(162,8): ※［＃小書き片仮名ヰ、17-上-16］
・000083\13217_ruby_shinju_fujin_kyukana.txt(162,154): ※［＃小書き片仮名ヰ、17-上-21］
・000083\13217_ruby_shinju_fujin_kyukana.txt(166,15): ※［＃小書き片仮名ヰ、17-下-2］
・000083\13217_ruby_shinju_fujin_kyukana.txt(222,104): ※［＃小書き片仮名ヰ、20-下-20］
・000083\13217_ruby_shinju_fujin_kyukana.txt(2202,26): ※［＃小書き片仮名ヰ、161-上-6］
・000083\13217_ruby_shinju_fujin_kyukana.txt(2203,104): ※［＃小書き片仮名ヰ、161-上-11］
・000083\13217_ruby_shinju_fujin_kyukana.txt(2203,174): ※［＃小書き片仮名ヰ、161-上-13］
・000083\13217_ruby_shinju_fujin_kyukana.txt(2217,20): ※［＃小書き片仮名ヰ、162-下-3］
・000083\13217_ruby_shinju_fujin_kyukana.txt(2223,14): ※［＃小書き片仮名ヰ、162-下-8］
・000083\13217_ruby_shinju_fujin_kyukana.txt(2257,294): ※［＃小書き片仮名ヰ、164-下-11］
・000083\13217_ruby_shinju_fujin_kyukana.txt(2261,17): ※［＃小書き片仮名ヰ、165-上-4］
・000091\50354_ruby_oni_momotaro.txt(125,10): ※［＃「てへん＋兩」、U+639A］
・000091\50355_ruby_oni_momotaro_kyujikyukana.txt(102,3): ※［＃「炎＋稻のつくり」、5-6］
・000091\50355_ruby_oni_momotaro_kyujikyukana.txt(117,38): ※［＃「炎＋稻のつくり」、6-6］
・000091\50355_ruby_oni_momotaro_kyujikyukana.txt(132,10): ※［＃「てへん＋兩」、U+639A］
・000091\522_ruby_konjikiyasha.txt(159,6): ※［＃感嘆符三つ、23-5］
・000091\522_ruby_konjikiyasha.txt(500,14): ※［＃感嘆符三つ、64-13］
・000091\522_ruby_konjikiyasha.txt(1554,38): ※［＃感嘆符三つ、177-14］
・000091\522_ruby_konjikiyasha.txt(1948,130): ※［＃「（箆－竹－比）／民」、233-15］
・000091\522_ruby_konjikiyasha.txt(2205,7): ※［＃「（箆－竹－比）／民」、265-5］
・000091\522_ruby_konjikiyasha.txt(2806,75): ※［＃「（箆－竹－比）／民」、338-17］
・000091\522_ruby_konjikiyasha.txt(3144,29): ※［＃「（夕＋匕）／手」、376-12］
・000091\522_ruby_konjikiyasha.txt(3311,16): ※［＃感嘆符三つ、396-10］
・000091\522_ruby_konjikiyasha.txt(3504,152): ※［＃「捏」の「日」に代えて「臼」、418-16］
・000091\522_ruby_konjikiyasha.txt(3655,168): ※［＃「糸＋察」、436-13］
・000093\2537_ruby_05uma.txt(166,868): ※［＃「寨」の「木」に代えて「禾」、441-1］
・000093\2537_ruby_05uma.txt(190,564): ※［＃ローマ数字61小文字、456-9］
・000093\2539_ruby_07saru.txt(47,455): ※［＃「けものへん＋（戎－丿）」、33-2］
・000093\2540_ruby_08tori.txt(65,49): ※［＃「寨」の「木」に代えて「禾」、176-10］
・000093\43634_txt_hitobashirano_hanashi.txt(44,853): ※［＃小書き片仮名ヲ、102-3］
・000093\43634_txt_hitobashirano_hanashi.txt(45,213): ※［＃小書き片仮名ン、105-3］
・000093\43634_txt_hitobashirano_hanashi.txt(45,637): ※［＃小書き片仮名ヰ、106-1］
・000093\43634_txt_hitobashirano_hanashi.txt(46,1117): ※［＃小書き片仮名ヲ、108-12］
・000093\43634_txt_hitobashirano_hanashi.txt(47,34): ※［＃小書き片仮名ヲ、109-10］
・000093\4790_ruby_11nezumi.txt(22,507): ※［＃「寨」の「木」に代えて「禾」、343-12］
・000093\526_ruby_01tora.txt(25,2482): ※［＃「彪」の「彡」に代えて「夂／（黨－尚）」、12-15］
・000093\52937_ruby_hasuno_hana_hiraku_oto_kikukoto.txt(40,8): ※［＃「煕」の「れんが」に代えて「心」、3-7］
・000093\52939_ruby_perukokuni_hyochakuseru_nihonjin.txt(20,206): ※［＃ローマ数字25小文字、45-10］
・000096\1088_ruby_kuo_tobu_parasol.txt(15,4): ※［＃「┐」の中に「サ」、屋号を示す記号、188-7］
・000096\1088_ruby_kuo_tobu_parasol.txt(38,375): ※［＃「┐」の中に「サ」、屋号を示す記号、188-7］
・000096\1115_ruby_yagihige.txt(297,171): ※［＃「※」は「草かんむり＋斂」、第4水準2-87-15、257-10］
・000096\2093_ruby_dogura_magura.txt(3246,31): ※［＃感嘆符三つ、626-10］
・000096\2095_ruby_shako.txt(15,4): ※［＃「┐」を全角大とした、屋号を示す記号、312-16］
・000096\2095_ruby_shako.txt(56,140): ※［＃「┐」を全角大とした、屋号を示す記号、312-16］
・000096\2095_ruby_shako.txt(174,85): ※［＃「┐」を全角大とした、屋号を示す記号、331-6］
・000096\2095_ruby_shako.txt(196,10): ※［＃「┐」を全角大とした、屋号を示す記号、334-2］
・000096\2100_ruby_dark_minister.txt(1003,24): ※［＃丸付き「印」、158-11］
・000096\2100_ruby_dark_minister.txt(1023,24): ※［＃丸付き「印」、161-4］
・000096\2102_ruby_bakudan_taiheiki.txt(15,4): ※［＃「┐」を全角大とした、屋号を示す記号、240-14］
・000096\2102_ruby_bakudan_taiheiki.txt(122,58): ※［＃「┐」を全角大とした、屋号を示す記号、240-14］
・000096\2114_ruby_mukeito_korera.txt(15,6): ※［＃感嘆符三つ、43-8］
・000096\2114_ruby_mukeito_korera.txt(54,6): ※［＃感嘆符三つ、43-8］
・000096\2120_ruby_shibaikyou.txt(15,4): ※［＃「※」は「（全－王）／川」、269-6］
・000096\2120_ruby_shibaikyou.txt(19,167): ※［＃「※」は「（全－王）／川」、269-6］
・000096\2145_ruby_hanano_hyogen.txt(204,196): ※［＃「鼠＋（偃－イ）」、482-17］
・000096\46705_ruby_minorusanno_seishin_bunseki.txt(12,4): ※［＃「にんべん＋濳のつくり」、450-上-6］
・000096\46705_ruby_minorusanno_seishin_bunseki.txt(35,81): ※［＃「にんべん＋濳のつくり」、450-上-6］
・000096\46709_ruby_kyarameruto_amedama.txt(12,5): ※［＃「羹」の「大」に代えて「人」、268-下-20］
・000096\46709_ruby_kyarameruto_amedama.txt(20,25): ※［＃「羹」の「大」に代えて「人」、268-下-20］
・000096\922_ruby_kanazuchi.txt(15,4): ※［＃「ユ－一」、屋号を示す記号、273-2］
・000096\922_ruby_kanazuchi.txt(44,103): ※［＃「ユ－一」、屋号を示す記号、273-2］
・000096\922_ruby_kanazuchi.txt(96,120): ※［＃「ユ－一」、屋号を示す記号、、285-18］
・000106\4631_ruby_hakuteijo.txt(71,56): ※［＃「馬＋央」、77-下-14］
・000106\4639_ruby_nihon_line.txt(115,53): ※［＃「てへん＋発」、71-上-16］
・000106\4850_ruby_jashumon.txt(2542,264): ※［＃「酉＋珍のつくり」、169-8］
・000106\49617_ruby_tokyo_keibutsushi.txt(876,1): ※［＃「くさかんむり／（束＋束）」、63-8］
・000106\49617_ruby_tokyo_keibutsushi.txt(914,8): ※［＃「くさかんむり／（束＋束）」、66-1］
・000106\49619_ruby_daini_jashumon.txt(2022,41): ※［＃「王＋累」、362-7］
・000106\49619_ruby_daini_jashumon.txt(2022,56): ※［＃「王＋田」、362-7］
・000106\4986_ruby_suigo_yanagawa.txt(15,4): ※［＃「宀／婁」、169-下-3］
・000106\4986_ruby_suigo_yanagawa.txt(25,110): ※［＃「宀／婁」、169-下-3］
・000106\52391_ruby_shirahae_kyu.txt(4416,93): ※［＃ローマ数字13、637-5］
・000106\52391_ruby_shirahae_kyu.txt(4419,17): ※［＃ローマ数字13、637-7］
・000106\52391_ruby_shirahae_kyu.txt(4427,247): ※［＃「韆－二点しんにょう」、639-10］
・000106\52391_ruby_shirahae_kyu.txt(4431,34): ※［＃ローマ数字13、641-2］
・000106\52958_ruby_yumedono.txt(732,49): ※［＃「仝」の「工」に代えて「北」、屋号を示す記号、262-8］
・000106\53493_ruby_fureppu_torippu.txt(2010,18): ※［＃小書き片仮名ン、216-11］
・000106\53493_ruby_fureppu_torippu.txt(3034,43): ※［＃小書き片仮名ン、319-9］
・000106\53493_ruby_fureppu_torippu.txt(3036,6): ※［＃小書き平仮名は、319-11］
・000106\56910_ruby_shirahae_shin.txt(3982,93): ※［＃ローマ数字13、215-11］
・000106\56910_ruby_shirahae_shin.txt(3985,17): ※［＃ローマ数字13、215-14］
・000106\56910_ruby_shirahae_shin.txt(3997,34): ※［＃ローマ数字13、217-18］
・000107\45187_ruby_koinu.txt(12,4): ※［＃小書き片仮名ン、377-上-6］
・000107\45187_ruby_koinu.txt(87,99): ※［＃小書き片仮名ン、377-上-6］
・000107\45189_ruby_yushi_woruta.txt(1,4): ※［＃小書き片仮名ヲ］
・000107\45189_ruby_yushi_woruta.txt(12,5): ※［＃小書き片仮名ヲ、386-上-16］
・000107\45189_ruby_yushi_woruta.txt(31,32): ※［＃小書き片仮名ヲ、386-上-16］
・000107\45189_ruby_yushi_woruta.txt(31,156): ※［＃小書き片仮名ヲ、386-上-20］
・000107\45189_ruby_yushi_woruta.txt(36,11): ※［＃小書き片仮名ヲ、387-下-1］
・000107\45189_ruby_yushi_woruta.txt(37,25): ※［＃小書き片仮名ヲ、387-下-5］
・000107\45189_ruby_yushi_woruta.txt(38,15): ※［＃小書き片仮名ヲ、387-下-8］
・000107\45189_ruby_yushi_woruta.txt(38,109): ※［＃小書き片仮名ヲ、387-下-11］
・000107\45189_ruby_yushi_woruta.txt(38,140): ※［＃小書き片仮名ヲ、387-下-11］
・000107\45189_ruby_yushi_woruta.txt(43,127): ※［＃小書き片仮名ヲ、388-上-2］
・000107\45189_ruby_yushi_woruta.txt(49,65): ※［＃小書き片仮名ヲ、388-下-14］
・000107\45189_ruby_yushi_woruta.txt(49,103): ※［＃小書き片仮名ヲ、388-下-15］
・000107\45189_ruby_yushi_woruta.txt(50,18): ※［＃小書き片仮名ヲ、388-下-18］
・000107\45189_ruby_yushi_woruta.txt(50,83): ※［＃小書き片仮名ヲ、388-下-20］
・000107\45189_ruby_yushi_woruta.txt(51,15): ※［＃小書き片仮名ヲ、389-上-2］
・000107\45189_ruby_yushi_woruta.txt(51,124): ※［＃小書き片仮名ヲ、389-上-5］
・000107\45189_ruby_yushi_woruta.txt(64,91): ※［＃小書き片仮名ヲ、390-下-6］
・000107\45189_ruby_yushi_woruta.txt(66,3): ※［＃小書き片仮名ヲ、390-下-15］
・000107\45189_ruby_yushi_woruta.txt(81,3): ※［＃小書き片仮名ヲ、392-下-2］
・000107\45189_ruby_yushi_woruta.txt(83,36): ※［＃小書き片仮名ヲ、392-下-8］
・000107\45189_ruby_yushi_woruta.txt(86,3): ※［＃小書き片仮名ヲ、393-上-7］
・000107\45189_ruby_yushi_woruta.txt(88,94): ※［＃小書き片仮名ヲ、393-上-17］
・000107\45189_ruby_yushi_woruta.txt(89,3): ※［＃小書き片仮名ヲ、393-上-19］
・000107\45189_ruby_yushi_woruta.txt(89,124): ※［＃小書き片仮名ヲ、393-下-2］
・000107\45189_ruby_yushi_woruta.txt(89,304): ※［＃小書き片仮名ヲ、393-下-8］
・000107\45189_ruby_yushi_woruta.txt(89,343): ※［＃小書き片仮名ヲ、393-下-9］
・000107\45189_ruby_yushi_woruta.txt(90,13): ※［＃小書き片仮名ヲ、393-下-11］
・000107\45189_ruby_yushi_woruta.txt(90,99): ※［＃小書き片仮名ヲ、393-下-13］
・000107\45189_ruby_yushi_woruta.txt(90,269): ※［＃小書き片仮名ヲ、393-下-19］
・000107\45189_ruby_yushi_woruta.txt(90,456): ※［＃小書き片仮名ヲ、394-上-5］
・000107\45189_ruby_yushi_woruta.txt(92,172): ※［＃小書き片仮名ヲ、394-下-1］
・000107\45189_ruby_yushi_woruta.txt(94,3): ※［＃小書き片仮名ヲ、394-下-7］
・000107\45189_ruby_yushi_woruta.txt(99,13): ※［＃小書き片仮名ヲ、394-下-10］
・000107\45189_ruby_yushi_woruta.txt(99,59): ※［＃小書き片仮名ヲ、394-下-11］
・000107\45189_ruby_yushi_woruta.txt(100,3): ※［＃小書き片仮名ヲ、395-上-1］
・000107\45189_ruby_yushi_woruta.txt(100,104): ※［＃小書き片仮名ヲ、395-上-4］
・000107\45189_ruby_yushi_woruta.txt(100,172): ※［＃小書き片仮名ヲ、395-上-6］
・000107\45189_ruby_yushi_woruta.txt(102,29): ※［＃小書き片仮名ヲ、395-上-12］
・000107\45189_ruby_yushi_woruta.txt(103,3): ※［＃小書き片仮名ヲ、395-上-19］
・000107\45189_ruby_yushi_woruta.txt(104,3): ※［＃小書き片仮名ヲ、395-下-1］
・000107\45189_ruby_yushi_woruta.txt(104,96): ※［＃小書き片仮名ヲ、395-下-3］
・000107\45189_ruby_yushi_woruta.txt(104,142): ※［＃小書き片仮名ヲ、395-下-4］
・000107\45189_ruby_yushi_woruta.txt(105,3): ※［＃小書き片仮名ヲ、365-下-7］
・000107\45189_ruby_yushi_woruta.txt(105,126): ※［＃小書き片仮名ヲ、395-下-10］
・000107\45189_ruby_yushi_woruta.txt(106,25): ※［＃小書き片仮名ヲ、395-下-15］
・000107\45189_ruby_yushi_woruta.txt(108,3): ※［＃小書き片仮名ヲ、395-下-20］
・000107\45189_ruby_yushi_woruta.txt(112,18): ※［＃小書き片仮名ヲ、396-上-15］
・000107\45189_ruby_yushi_woruta.txt(120,94): ※［＃小書き片仮名ヲ、397-上-10］
・000107\45189_ruby_yushi_woruta.txt(124,79): ※［＃小書き片仮名ヲ、397-下-19］
